,Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note,microsoft,google_vit,oschamp,wd14
103,1031210,"Astounding Science-Fiction, July 1945",https://isfdb.org/wiki/images/8/85/STNDNGSCND1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-07-00,-/9,64,pulp,STNDNGSCND1945,MAGAZINE,"Vol. IV No. 11.
6&#8243; x 8.75&#8243;, cover: The Piper's Son after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713407"">William Timmins</a>.
Partial reprint of the February 1945 and April 1944 (US) issues. Data from FictionMags","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, impressionism, realism","multiple boys, 2boys, male focus, weapon, cover, retro artstyle, sword, black hair, parody, pants, english text, short hair, shirt, traditional media, open mouth, katana"
104,1031225,"Astounding Science-Fiction, September 1945",https://isfdb.org/wiki/images/b/bb/STNDNGSCNF1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-09-00,-/9,65,pulp,STNDNGSCNF1945,MAGAZINE,"Vol. IV No. 12.
6&#8243; x 8.75&#8243;, cover: Pandora's Millions after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713394"">William Timmins</a>.
Partial reprint of the June 1945 (US) issue. Data from FictionMags","comic book, book jacket, dust cover, dust jacket, dust wrapper, bassoon","comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, surrealism, post_impressionism, renaissance","multiple boys, retro artstyle, cover, 1980s \(style\), english text, spacecraft, space, science fiction"
105,1031229,"Astounding Science-Fiction, May 1946",https://isfdb.org/wiki/images/4/4e/STNDNGSCNG1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-05-00,-/9,64,pulp,STNDNGSCNG1946,MAGAZINE,"Vol. V No. 4.
6&#8243; x 8.75&#8243;, cover: Beggars in Velvet after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713384"">William Timmins</a>.
Partial reprint of the December 1945 (US) issue plus two stories and the editorial from the January 1946 (US) issue.
Data from FictionMags",comic book,"book jacket, dust cover, dust jacket, dust wrapper, comic book","expressionism, art_nouveau, post_impressionism, surrealism, romanticism","weapon, bow \(weapon\), holding weapon, holding, cover, arrow \(projectile\), holding bow \(weapon\), english text, fake cover, magazine cover"
106,62121,"Weird Tales, October 1934",http://www.philsp.com/data/images/w/weird_tales_193410.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-10-00,$0.25,132,pulp,WEIRDTOCT1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>&#8592; Oct. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62091"">Nov. 1934</a>
<!--isfdb specific-->
Volume 24, Number 4.
Page numbers run 401 to 528 excluding covers.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism, baroque","1girl, retro artstyle, 1boy, barefoot, blonde hair, cover, 1980s \(style\), hetero, parody, 1990s \(style\), kiss, 1970s \(style\), fine art parody, breasts, dress, english text, orange hair"
107,488926,"Weird Tales, October 1934",https://www.isfdb.org/wiki/images/5/5e/WRDTLSCTBR2014.jpg,Farnsworth Wright,Girasol Collectables,2014-10-31,$35.00,132,pulp,WRDTLSCTBR2014,ANTHOLOGY,"Published on Halloween 2014. <br>V24n4. <br>Perfect bound, wraps. Page numbers do not include covers. <br>Page numbers run from 401 through 528. <br>Cover design illustrates a scene in ""Black God's Kiss"".",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","expressionism, art_nouveau, post_impressionism, surrealism","1girl, retro artstyle, 1boy, orange hair, barefoot, 1980s \(style\), fine art parody, cover, breasts, kiss, hetero, ass, english text"
108,61913,"Weird Tales, December 1934",https://isfdb.org/wiki/images/a/a1/WEIRDTDEC1934.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-12-00,$0.25,132,pulp,WEIRDTDEC1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62091"">Nov. 1934</a>&#8592; Dec. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61953"">Jan. 1935</a>
<!--isfdb specific-->
Volume 24, Number 6.
Page numbers run from 657 to 784 excluding covers.
Cover illustrates a scene from ""A Witch Shall Be Born"".","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, romanticism","2girls, multiple girls, retro artstyle, breasts, jewelry, barefoot, english text, 1980s \(style\), dress, bracelet, medium breasts, black hair, dancing, pelvic curtain, short hair, red dress, smile, whip, side slit, long hair, parody, sideboob, standing, looking at another"
109,417634,"Weird Tales, December 1934",https://www.isfdb.org/wiki/images/1/11/WRDTLSDCMB2013.jpg,Farnsworth Wright,Girasol Collectables,2013-05-00,$35.00,128,pulp,WRDTLSDCMB2013,ANTHOLOGY,"V24n6.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 657 through 784.",comic book,"book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, expressionism, surrealism, post_impressionism, romanticism","2girls, multiple girls, retro artstyle, 1980s \(style\), breasts, barefoot, jewelry, black hair, pelvic curtain, kneeling, english text, 1990s \(style\), bracelet, earrings, medium breasts, smile, long hair, cover, whip, short hair, standing"
110,61982,"Weird Tales, July 1935",http://www.philsp.com/data/images/w/weird_tales_193507.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-07-00,$0.25,148,pulp,WEIRDTJUL1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62012"">Jun. 1935</a>&#8592; Jul. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61898"">Aug. 1935</a>
<!--isfdb specific-->
Volume 26, Number 1.
Interior art credit for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
Translation of ""The Violet Death"" from the German by Roy Temple House.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, romanticism","retro artstyle, fine art parody, parody, fake cover, cover, 1980s \(style\), multiple girls, magazine cover, 2girls, red hair, fire, realistic, dress, english text, water, poster \(medium\), breasts, short hair, orange hair, 1girl, cover page"
111,61954,"Weird Tales, January 1936",http://www.philsp.com/data/images/w/weird_tales_193601.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-01-00,$0.25,132,pulp,WEIRDTJAN1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61914"">Dec. 1935</a>&#8592; Jan. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61937"">Feb. 1936</a>
<!--isfdb specific-->
Volume 27, Number 1.","book jacket, dust cover, dust jacket, dust wrapper, comic book","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, post_impressionism, expressionism, renaissance, surrealism","2girls, multiple girls, breasts, retro artstyle, english text, medium breasts, cover, orange hair, nude, short hair, makeup, 1980s \(style\), yuri, black background"
112,62094,"Weird Tales, November 1937",http://www.philsp.com/data/images/w/weird_tales_193711.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-11-00,$0.25,132,pulp,WEIRDTNOV1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62124"">Oct. 1937</a>&#8592; Nov. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61916"">Dec. 1937</a>
<!--isfdb specific-->
Volume 30, Number 5.
Page numbers run from 513-640 excluding the covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","book jacket, dust cover, dust jacket, dust wrapper, comic book, swimming trunks, bathing trunks","comic book, book jacket, dust cover, dust jacket, dust wrapper, packet","art_nouveau, surrealism, post_impressionism, renaissance, expressionism","1girl, jewelry, breasts, 1boy, realistic, barefoot, armlet, sitting, bracelet, medium breasts, earrings, cover, necklace, long hair, parody, english text, orange hair, anklet, navel"
113,61886,"Weird Tales, April 1939",http://www.philsp.com/data/images/w/weird_tales_193904.jpg,Farnsworth Wright,Weird Tales,1939-04-00,$0.25,164,pulp,WEIRDTAPR1939,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62033"">Mar. 1939</a>&#8592; Apr. 1939&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62063"">May 1939</a>
<!--isfdb specific-->
Volume 33, Number 4.
Interior art credit for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","comic book, book jacket, dust cover, dust jacket, dust wrapper","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, renaissance, romanticism","retro artstyle, 1980s \(style\), magazine cover, cover, realistic, english text, brown hair, 1boy, 1girl, fake cover, multiple boys, parody"
114,1031138,"Astounding Science-Fiction, April 1943",https://isfdb.org/wiki/images/8/8a/STNDNGSCND1943.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1943-04-00,-/9,64,pulp,STNDNGSCND1943,MAGAZINE,"Vol. XXXI No. 1
6&#8243; x 8.75&#8243;, cover: Clash by Night after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?147817"">William Timmins</a>.
Partial reprint of the March 1943 (US) issue, plus the editorial from the April 1942 (US) issue.
Data from FictionMags","book jacket, dust cover, dust jacket, dust wrapper, violin, fiddle","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet","art_nouveau, post_impressionism, expressionism, surrealism, romanticism","spacecraft, cover, english text, smoke, poster \(medium\), science fiction, logo, retro artstyle, fake cover, copyright name"
115,62090,"Weird Tales, November 1933",http://www.philsp.com/data/images/w/weird_tales_193311.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1933-11-00,$0.25,132,pulp,WEIRDTNOV1933,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62120"">Oct. 1933</a>&#8592; Nov. 1933&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61912"">Dec. 1933</a>
<!--isfdb specific-->
Volume 22, Number 5.
Page numbers run from 529 to 656 excluding covers
Interior art credit for ""The Eyrie"" is per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.","book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book, packet","art_nouveau, post_impressionism, expressionism, romanticism, surrealism","1girl, dress, breasts, skull, sideboob, green dress, solo, flower, retro artstyle, high heels, makeup, lipstick, orange hair, cover, rose, medium breasts, side slit, red flower"
116,61881,"Weird Tales, April 1934",http://www.philsp.com/data/images/w/weird_tales_193404.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-04-00,$0.25,132,pulp,WEIRDTAPR1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62028"">Mar. 1934</a>&#8592; Apr. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62058"">May 1934</a>
<!--isfdb specific-->
Volume 23, Number 4.
Page numbers run from 401 to 528 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, surrealism, renaissance","1girl, dark skin, beard, barefoot, turban, dancing, 1boy, tribal, parody, facial hair, jewelry, black hair, anklet, retro artstyle, long hair, white hair, dark-skinned male, flower, shell, muscular, jungle, loincloth, english text, spanish text"
117,467935,"Weird Tales, April 1934",https://www.isfdb.org/wiki/images/c/c0/WRDTLSPRLF2014.jpg,Farnsworth Wright,Girasol Collectables,2014-08-01,$35.00,132,pulp,WRDTLSPRLF2014,ANTHOLOGY,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62028"">Mar. 1934</a>&#8592; Apr. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62058"">May 1934</a><br/>
<!--isfdb specific-->
Volume 23, Number 4.<br>
Page numbers run from 401 to 528 excluding covers.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, renaissance","1girl, tribal, dark skin, barefoot, beard, parody, 1boy, black hair, dancing, retro artstyle, jewelry, white hair, topless male, spanish text, long hair, english text, facial hair, 2boys, fine art parody, flower, dark-skinned male, turban, very dark skin, multiple boys"
118,62058,"Weird Tales, May 1934",https://isfdb.org/wiki/images/1/1d/WEIRDTMAY1934.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-05-00,$0.25,132,pulp,WEIRDTMAY1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61881"">Apr. 1934</a>&#8592; May 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62011"">Jun. 1934</a>
<!--isfdb specific-->
Volume 23, Number 5.
Page numbers do not include covers.
Page numbers run from 529 through 656.
Data from the Girasol Collectibles facsimile of this issue.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","1girl, fine art parody, retro artstyle, wings, parody, knife, black hair, english text, holding, 2boys, holding knife, cover, multiple boys, 1boy, breasts, dark skin, black wings"
119,410501,"Weird Tales, May 1934",https://www.isfdb.org/wiki/images/f/fa/WRDTLSMFCS2012.jpg,Farnsworth Wright,Girasol Collectables,2012-11-00,$35.00,134,pulp,WRDTLSMFCS2012,ANTHOLOGY,"V23n5. <br>Perfect bound, wraps. Page numbers do not include covers. <br>Page numbers run from 529 through 656.","book jacket, dust cover, dust jacket, dust wrapper, comic book","comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, romanticism","1girl, retro artstyle, multiple boys, fine art parody, 2boys, wings, parody, knife, cover, 1980s \(style\), 1990s \(style\), breasts, bald, english text, realistic, black hair, hetero, holding, nude"
120,61897,"Weird Tales, August 1934",http://www.philsp.com/data/images/w/weird_tales_193408.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-08-00,$0.25,132,pulp,WEIRDTAUG1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61981"">Jul. 1934</a>&#8592; Aug. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62137"">Sep. 1934</a>
<!--isfdb specific-->
Volume 24, Number 2.
Page numbers do not include covers.
Page numbers run from 145 through 272.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","1girl, 1boy, retro artstyle, snake, weapon, breasts, long hair, blonde hair, sword, boots, cover, kneeling, medium breasts, hetero, english text, barefoot, 1980s \(style\), holding weapon, holding, black hair"
121,410532,"Weird Tales, August 1934",https://www.isfdb.org/wiki/images/6/6a/WRDTLSGSTM2007.jpg,Farnsworth Wright,Girasol Collectables,2007-05-00,$35.00,132,pulp,WRDTLSGSTM2007,ANTHOLOGY,"V24n2.
Perfect bound, wraps. Page numbers do not include covers.
Page numbers run from 145 through 272.","comic book, green snake, grass snake, book jacket, dust cover, dust jacket, dust wrapper","book jacket, dust cover, dust jacket, dust wrapper, comic book","art_nouveau, surrealism, expressionism, post_impressionism, renaissance","1girl, snake, retro artstyle, weapon, 1boy, blonde hair, long hair, cover, sword, 1980s \(style\), breasts, boots, hetero, english text, holding, topless, holding weapon, black hair, cover page"
122,62029,"Weird Tales, March 1935",http://www.philsp.com/data/images/w/weird_tales_193503.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-03-00,$0.25,132,pulp,WEIRDTMAR1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61936"">Feb. 1935</a>&#8592; Mar. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61882"">Apr. 1935</a>
<!--isfdb specific-->
Volume 25, Number 3.
Page numbers run 273-400 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, renaissance","1girl, cover, blonde hair, retro artstyle, strap slip, breasts, bed, magazine cover, cover page, lipstick, curly hair, fake cover, cleavage, lying, blanket, makeup"
123,438109,"Weird Tales, March 1935",https://www.isfdb.org/wiki/images/4/41/WRDTLSMRCH2014.jpg,Farnsworth Wright,Girasol Collectables,2014-01-31,$35.00,136,pulp,WRDTLSMRCH2014,ANTHOLOGY,"Volume 25, Number 3.
Perfect bound, wraps. Page numbers run 273-400 excluding covers.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, surrealism, post_impressionism, romanticism","1girl, cover, blonde hair, retro artstyle, strap slip, bed, cover page, solo, lipstick, lying, curly hair, breasts, magazine cover, blanket, makeup"
124,61918,"Weird Tales, December 1939",http://www.philsp.com/data/images/w/weird_tales_193912.jpg,Farnsworth Wright,Weird Tales,1939-12-00,$0.15,132,pulp,WEIRDTDEC1939,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62096"">Nov. 1939</a>&#8592; Dec. 1939&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61958"">Jan. 1940</a>
<!--isfdb specific-->
Volume 34, Number 6.
Interior art credits for ""Weird Story Reprint"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, expressionism, post_impressionism, surrealism, romanticism","weapon, cover, english text, fake cover, sword, fire, parody, multiple boys, holding weapon, holding, holding sword, skeleton, helmet"
125,62122,"Weird Tales, October 1935",http://www.philsp.com/data/images/w/weird_tales_193510.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-10-00,$0.25,132,pulp,WEIRDTOCT1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62138"">Sep. 1935</a>&#8592; Oct. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62092"">Nov. 1935</a>
<!--isfdb specific-->
Volume 26, Number 4.
Page numbers run from 401 to 528 and do not include the covers.",comic book,"comic book, book jacket, dust cover, dust jacket, dust wrapper","art_nouveau, post_impressionism, expressionism, romanticism, impressionism","1girl, retro artstyle, blonde hair, magazine cover, cover, 1980s \(style\), breasts, short hair, solo, english text, medium breasts, 1990s \(style\), cover page"
