Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
62091,"Weird Tales, November 1934",http://www.philsp.com/data/images/w/weird_tales_193411.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-11-00,$0.25,132,pulp,WEIRDTNOV1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62121"">Oct. 1934</a>&#8592; Nov. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61913"">Dec. 1934</a>
<!--isfdb specific-->
Volume 24, Number 5.
Page numbers run from 529 to 656 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffrey & Cook."
493631,"Weird Tales, November 1934",https://www.isfdb.org/wiki/images/b/b6/WRDTLSNVMB2014.jpg,Farnsworth Wright,Girasol Collectables,2014-12-00,$35.00,128,pulp,WRDTLSNVMB2014,ANTHOLOGY,"V24n5.
Page numbers from 529 through 656, and do not include covers.
Perfect bound, wraps."
62138,"Weird Tales, September 1935",https://isfdb.org/wiki/images/2/29/WEIRDTSEP1935.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-09-00,$0.25,132,pulp,WEIRDTSEP1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61898"">Aug. 1935</a>&#8592; Sep. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62122"">Oct. 1935</a>
<!--isfdb specific-->
Volume 26, Number 3.
Page numbers run from 273-400 excluding the covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62061,"Weird Tales, May 1937",http://www.philsp.com/data/images/w/weird_tales_193705.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-05-00,$0.25,132,pulp,WEIRDTMAY1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61884"">Apr. 1937</a>&#8592; May 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62014"">Jun. 1937</a>
<!--isfdb specific-->
Volume 29, Number 5.
Page numbers run from 513 to 640 excluding covers.
The cover illustrates a scene from ""The Mark of the Monster""."
61961,"Weird Tales, January 1943",http://www.philsp.com/data/images/w/weird_tales_194301.jpg,D. McIlwraith,Weird Tales,1943-01-00,$0.15,132,pulp,WEIRDTJAN1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62099"">Nov. 1942</a>&#8592; Jan. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62037"">Mar. 1943</a>
<!--isfdb specific-->
Vol. 36, No. 9
Interior art credits for ""The Statue"", ""The Two Moons of Tranquillia"", ""The Eager Dragon"", ""McElwin's Glass"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61989,"Weird Tales, July 1943",http://www.philsp.com/data/images/w/weird_tales_194307.jpg,D. McIlwraith,Weird Tales,1943-07-00,$0.15,116,pulp,WEIRDTJUL1943,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62067"">May 1943</a>&#8592; Jul. 1943&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62145"">Sep. 1943</a><br/>
<!--isfdb specific-->
Vol. 36, No. 12.<br>
Interior art credit for ""The Unfriendly World"", ""Legacy in Crystal"", ""Yours Truly  Jack the Ripper"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62040,"Weird Tales, March 1946",http://www.philsp.com/data/images/w/weird_tales_194603.jpg,D. McIlwraith,Weird Tales,1946-03-00,$0.15,100,pulp,WEIRDTMAR1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61964"">Jan. 1946</a>&#8592; Mar. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62070"">May 1946</a><br/>
<!--isfdb specific-->
Vol. 39, No. 4.<br>
Interior art credits for ""Tree Woman"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61992,"Weird Tales, July 1946",http://www.philsp.com/data/images/w/weird_tales_194607.jpg,D. McIlwraith,Weird Tales,1946-07-00,$0.15,100,pulp,WEIRDTJUL1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62070"">May 1946</a>&#8592; Jul. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62148"">Sep. 1946</a><br/>
<!--isfdb specific-->
Vol. 39, No. 6.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62166,"Weird Tales, Summer 1974",https://www.isfdb.org/wiki/images/4/4c/WEIRDTSUM1974.jpg,Sam Moskowitz,Weird Tales,1974-00-00,$0.75,100,pulp,WEIRDTSUM1974,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62173"">Summer 1973</a>&#8592; Summer 1974&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?54155"">Spring 1981 (Vol 48 No 1)</a><br/>
<!--isfdb specific-->
Volume 47 Number 4.<br/>
Cover art appears to be an edited version of the cover of Robert Goldston - Satan's Disciples (Ballantine 1962, cover art by Jack Thurston).<br/>
The interior art for ""The Eyrie"" matches art from earlier issues credited to Brosnatch in <i>The Collector's Index to Weird Tales</i> by Jaffery & Cook<br/>
The art on the contents page (1) matches art from earlier issues signed by Bok."
62106,"Weird Tales, November 1949",https://www.collectorshowcase.fr/images2/weird_4911.jpg,D. McIlwraith,Weird Tales,1949-11-00,$0.25,100,pulp,WEIRDTNOV1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62151"">Sep. 1949</a>&#8592; Nov. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61968"">Jan. 1950</a><br/>
<!--isfdb specific-->
Vol. 42, No. 1.<br>
Interior art credits for ""Weird Tales Club"" and ""Forest God"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>"
62105,"Weird Tales, November 1948",https://www.collectorshowcase.fr/images2/weird_4811.jpg,D. McIlwraith,Weird Tales,1948-11-00,$0.20,100,pulp,WEIRDTNOV1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62150"">Sep. 1948</a>&#8592; Nov. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61967"">Jan. 1949</a><br/>
<!--isfdb specific-->
<ul><li>Weird Tales Vol. 41 No. 1. [This Publication Record].
<li>November, 1948.
<li>""Cover by John Giunta"" on ToC. Signature ""John Giunta"" at bottom right front cover.
<li>Copyright 1948 by Weird Tales.
<li>D. McIlwraith, Editor.
<li>Lamont Buchanan, Associate Editor.
<li>Masthead illustration on page 2 is signed ""Bok"".
<li><b>The Perfect Host</b> ""Heading by Lee Brown Coye"" on bottom page 5. <li>Illustration page 22 by signature at bottom left.
<li><b>The Indian Spirit Guide</b> ""Heading by Lee Brown Coye"".
<li><b>Blessed are the Meek</b> ""Heading by Lee Brown Coye"".
<li><b>Incident at the Galloping Horse</b> ""Heading by Lee Coye Brown"".
<li><b>Tryst Beyond the Years</b> ""Heading by Vincent Napoli"".
<li><b>Such Stuff as Dreams</b> ""Heading by John Giunta"". <li>Illustration accompanying <b>Ghostlings</b> is signed Humiston.
<li><b>The House on Forest Street</b> ""Heading by Boris Dolgov"". <li>Illustration after the end of <b>The House on Forest Street</b> is signed ""Boxed C"" at bottom left. Untitled and uncredited.
<li><b>Weirdisms</b> by Lee Brown Coye. Short essay under nearly full page ""Coye"" illustration. Definition of a ""Witch or Wizard"".
<li><b>The Ponderer</b> ""Heading by Lee Brown Coye"".
<li>Illustration for ""Weird Tales Club"" signed ""Bok"".</ul>"
377793,"Weird Tales, November 1948",http://www.philsp.com/data/images/w/weird_tales_194811.jpg,uncredited,American News Co.,1948-11-00,C$0.20,100,pulp,WRDTLSNVMB1948,MAGAZINE,"<ul>
<li>November, 1948.
<li>""Cover by John Giunta"" on ToC. Signature ""John Giunta"" at bottom right front cover.
<li>Copyright 1948 by Weird Tales.
<li>Lamont Buchanan, Associate Editor.
<li>Masthead illustration on page 2 is signed ""Bok"".
<li><b>The Perfect Host</b> ""Heading by Lee Brown Coye"" on bottom page 5. <li>Illustration page 22 by signature at bottom left.
<li><b>The Indian Spirit Guide</b> ""Heading by Lee Brown Coye"".
<li><b>Blessed are the Meek</b> ""Heading by Lee Brown Coye"".
<li><b>Incident at the Galloping Horse</b> ""Heading by Lee Coye Brown"".
<li><b>Tryst Beyond the Years</b> ""Heading by Vincent Napoli"".
<li><b>Such Stuff as Dreams</b> ""Heading by John Giunta"". <li>Illustration accompanying <b>Ghostlings</b> is signed Humiston.
<li><b>The House on Forest Street</b> ""Heading by Boris Dolgov"". <li>Illustration after the end of <b>The House on Forest Street</b> is signed ""Boxed C"" at bottom left. Untitled and uncredited.
<li><b>Weirdisms</b> by Lee Brown Coye. Short essay under nearly full page ""Coye"" illustration. Definition of a ""Witch or Wizard"".
<li><b>The Ponderer</b> ""Heading by Lee Brown Coye"".
<li>Illustration for ""Weird Tales Club"" signed ""Bok"".</ul>"
61968,"Weird Tales, January 1950",https://www.collectorshowcase.fr/images2/weird_5001.jpg,D. McIlwraith,Weird Tales,1950-01-00,$0.25,100,pulp,WEIRDTJAN1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62106"">Nov. 1949</a>&#8592; Jan. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62044"">Mar. 1950</a><br/>
<!--isfdb specific-->
Vol. 42, No. 2.<br>
Interior art credits for ""Sea King's Daughter"", ""The Vision"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>"
61996,"Weird Tales, July 1950",http://www.philsp.com/data/images/w/weird_tales_195007.jpg,D. McIlwraith,Weird Tales,1950-07-00,$0.25,100,pulp,WEIRDTJUL1950,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62074"">May 1950</a>&#8592; Jul. 1950&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62152"">Sep. 1950</a><br/>
<!--isfdb specific-->
Vol. 42, No. 5.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
503428,"Weird Tales, February 1951",http://www.philsp.com/data/images/w/weird_tales_uk_195007_n6.jpg,uncredited,Thorpe & Porter,1951-02-00,1/-,100,pulp,WRDTLSFBRR1951,MAGAZINE,"3rd UK series, number 5.
Data from reprint in <i><a href=""http://www.isfdb.org/cgi-bin/pl.cgi?492530"">Weird Tales</a></i> and from Tuck and Galactic Central. Date is from Tuck. The cover states July, but it is unclear whether the US date appears on the spine. The page count is assumed from the US issue. The reprint (above) stops at page 96.
Reprints the July 1950 US issue."
61969,"Weird Tales, January 1951",http://www.philsp.com/data/images/w/weird_tales_195101.jpg,D. McIlwraith,Weird Tales,1951-01-00,$0.25,100,pulp,WEIRDTJAN1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62107"">Nov. 1950</a>&#8592; Jan. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62045"">Mar. 1951</a><br/>
<!--isfdb specific-->
Vol. 43, No. 2.<br>
Interior art credits for ""The Eyrie"" & ""My Timid Soul"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.<br>
The table of contents and page headings list the Masterson story as ""The Fisherman at Crescent Beach""."
61997,"Weird Tales, July 1951",http://www.philsp.com/data/images/w/weird_tales_195107.jpg,D. McIlwraith,Weird Tales,1951-07-00,$0.25,100,pulp,WEIRDTJUL1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62075"">May 1951</a>&#8592; Jul. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62153"">Sep. 1951</a><br/>
<!--isfdb specific-->
Vol. 43, No. 5.<br>
Interior art credits for ""Three Men"" and ""The Eyrie"" and the date of ""The Skull of Barnaby Shattuck"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62153,"Weird Tales, September 1951",http://www.philsp.com/data/images/w/weird_tales_195109.jpg,D. McIlwraith,Weird Tales,1951-09-00,$0.25,100,pulp,WEIRDTSEP1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61997"">Jul. 1951</a>&#8592; Sep. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62108"">Nov. 1951</a><br/>
<!--isfdb specific-->
Vol. 43, No. 6.<br>
Interior art credit for ""The Eyrie"", ""Sleepers"" and ""A Square of Canvas"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.<br>
The review of <i>Solution T-25</i> credits the author as ""Theodore DuBois""."
62076,"Weird Tales, May 1952",http://www.philsp.com/data/images/w/weird_tales_195205.jpg,D. McIlwraith,Weird Tales,1952-05-00,$0.25,100,pulp,WEIRDTMAY1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62046"">Mar. 1952</a>&#8592; May 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61998"">Jul. 1952</a>
<!--isfdb specific-->
Vol. 44, No. 4.<br>
Interior art credits for ""She Wore a Black Rose"", ""Out of Space"", ""The Fifth Candle"", ""Ghost Port"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
The review of <i>Who Goes There?</i> credits the book to ""Robert Campbell, Jr."", the title of the Heinlein Anthology is listed as ""To-Morrow the Stars""."
61999,"Weird Tales, July 1953",http://www.philsp.com/data/images/w/weird_tales_195307.jpg,D. McIlwraith,Weird Tales,1953-07-00,$0.25,100,pulp,WEIRDTJUL1953,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62077"">May 1953</a>&#8592; Jul. 1953&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62155"">Sep. 1953</a><br/>
<!--isfdb specific-->
Vol. 45, No. 3.
Editor Dorothy McIlwraith is credited as D. McIlwraith.
Dyalhis is listed as Dyalis in both the table of contents and the title page of the ""The Sea-Witch"".<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62023,"Weird Tales, March 1928",http://www.philsp.com/data/images/w/weird_tales_192803.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1928-03-00,$0.25,148,pulp,WEIRDTMAR1928,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61930"">Feb. 1928</a>&#8592; Mar. 1928&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61876"">Apr. 1928</a>
<!--isfdb specific-->
Volume XI, Number 3.
Pages run from 289 to 432 excluding covers.
Canada price C$0.30"
62008,"Weird Tales, June 1930",http://www.philsp.com/data/images/w/weird_tales_193006.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1930-06-00,$0.25,148,pulp,WEIRDTJUN1930,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62055"">May 1930</a>&#8592; Jun. 1930&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61978"">Jul. 1930</a>
<!--isfdb specific-->
Vol 15, No 6.
Page numbers run from 721 to 864 excluding covers.
Canada price C$0.30."
61894,"Weird Tales, August 1931",http://www.philsp.com/data/images/w/weird_tales_193108.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1931-08-00,$0.25,148,pulp,WEIRDTAUG1931,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62017"">Jun.-Jul. 1931</a>&#8592; Aug. 1931&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62134"">Sep. 1931</a>
<!--isfdb specific-->
Volume XVIII, Number 1.
Canada price C$0.30.
Interior art credit for ""The Eyrie"" and ""The Earth-Owners"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
57450,"Astounding Stories, February 1934",https://isfdb.org/wiki/images/5/54/ASTFEB1934.jpg,F. Orlin Tremaine,"Street & Smith Publications, Inc.",1934-02-00,$0.20,148,pulp,ASTFEB1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57476"">Jan. 1934</a>&#8592;Feb. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57555"">Mar. 1934</a><br/>
<!--isfdb specific-->
Vol 12, No 6.
Library of Congress copyright record shows publication date 1934-01-17
Cover illustration for ""Lost City of Mars"" (untitled in the magazine).<br>
Bleiler (Gernsback), magazine section, pg. 573, under miscellaneous, adds ""Letter from author Phil Nowlan"".<br>
The full text and images of this edition are available at The Internet Archive, see web page for link."
57400,"Astounding Stories, August 1936",https://isfdb.org/wiki/images/4/43/ASTAUG1936.jpg,F. Orlin Tremaine,"Street & Smith Publications, Inc.",1936-08-00,$0.20,164,pulp,ASTAUG1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57513"">Jul. 1936</a>&#8592;Aug. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57669"">Sep. 1936</a><br/>
<!--isfdb specific-->
Vol 17, No 6.
Library of Congress copyright record shows publication date 1936-07-15
Cover illustration untitled. Index credits interior illustrations to Dold, Wesso, Brown, Marchioni, Flatos, Schneeman, and Saaty. Attributions for individual illustrations by signature if present or legible, using the most complete form of the artist's name found in this issue.<br>
The full text and images of this edition are available at The Internet Archive, see web page for link."
61915,"Weird Tales, December 1936",http://www.philsp.com/data/images/w/weird_tales_193612.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1936-12-00,$0.25,132,pulp,WEIRDTDEC1936,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62093"">Nov. 1936</a>&#8592; Dec. 1936&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61955"">Jan. 1937</a>
<!--isfdb specific-->
Volume 28, Number 5.
Pages run 513-640 excluding covers.
Cover illustrates ""The Fire of Asshurbanipal"".
Interior art credits for ""The Fire of Asshurbanipal"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
57453,"Astounding Stories, February 1937",https://isfdb.org/wiki/images/8/88/ASTFEB1937.jpg,F. Orlin Tremaine,"Street & Smith Publications, Inc.",1937-02-00,$0.20,164,pulp,ASTFEB1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57479"">Jan. 1937</a>&#8592;Feb. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57558"">Mar. 1937</a><br/>
<!--isfdb specific-->
Vol 18, No 6. Cover illustration untitled. Index credits interior art to Dold, Wesso, and Thomson. Attributions for individual illustrations by signature if present or legible, using the most complete form of the artist's name found in this issue.
The full text and images of this edition are available at The Internet Archive, see web page for link."
57531,"Astounding Stories, June 1937",https://isfdb.org/wiki/images/b/bf/ASTJUN1937.jpg,F. Orlin Tremaine,"Street & Smith Publications, Inc.",1937-06-00,$0.20,164,pulp,ASTJUN1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57584"">May 1937</a>&#8592;Jun. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57505"">Jul. 1937</a><br/>
<!--isfdb specific-->
Vol 19, No 4. Cover illustration untitled. Index credits interior illustrations to Dold, Flatos, Wesso, Saaty, and Thomson, but no credit for Jack Binder. Attributions for individual illustrations by signature if present or legible, using the most complete form of the artist's name found in this issue.
The full text and images of this edition are available at The Internet Archive, see web page for link. Images are at least partially from microfiche."
57427,"Astounding Stories, December 1937",https://isfdb.org/wiki/images/5/53/ASTDEC1937.jpg,"John W. Campbell, Jr.","Street & Smith Publications, Inc.",1937-12-00,$0.20,164,pulp,ASTDEC1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57610"">Nov. 1937</a>&#8592;Dec. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?57480"">Jan. 1938</a><br/>
<!--isfdb specific-->
Vol 20, No 4. Cover illustration untitled. Index credits interior art to Wesso, Dold, Binder, and Thomson. Attributions for individual illustrations by signature if present or legible, using the most complete form of the artist's name found in this issue.
The full text and images of this edition are available at The Internet Archive, see web page for link."
